_id,CODE_REF,CODE_STA,STA_TH,PROVINCE,AMPHOE,TAMBON,LAT,LONG,X,Y,YEAR,MONTH_EN,MONTH,DATA SOURCE,TEMP,TEMP_MIN,TEMP_MAX,HUMIDITY,WIND_SPEED,RAINFALL,RAINDAY,DEW_POINT,FEELS_LIKE,PRESSURE,CLOUDS,PM10,PM25
82,KLN,,สถานีตรวจวัดสภาพอากาศคลองลาน,กำแพงเพชร,ขาณุวรลักษณบุรี,ปางมะค่า,15.96638381,99.42341729,545310,1765263,2009,Jun,มิ.ย., https://openweathermap.org ,,22.10,35.28,84.68,1.16,251.55,16,,,,,,
83,KLN,,สถานีตรวจวัดสภาพอากาศคลองลาน,กำแพงเพชร,ขาณุวรลักษณบุรี,ปางมะค่า,15.96638381,99.42341729,545310,1765263,2009,Mar,มี.ค., https://openweathermap.org ,,14.00,38.82,70.40,1.17,56.28,7,,,,,,
84,KLN,,สถานีตรวจวัดสภาพอากาศคลองลาน,กำแพงเพชร,ขาณุวรลักษณบุรี,ปางมะค่า,15.96638381,99.42341729,545310,1765263,2009,Aug,ส.ค., https://openweathermap.org ,,20.50,37.35,81.08,1.05,147.69,11,,,,,,
85,KLN,,สถานีตรวจวัดสภาพอากาศคลองลาน,กำแพงเพชร,ขาณุวรลักษณบุรี,ปางมะค่า,15.96638381,99.42341729,545310,1765263,2010,Apr,เม.ย., https://openweathermap.org ,,17.80,41.41,65.03,1.23,63.27,5,,,,,,
86,KLN,,สถานีตรวจวัดสภาพอากาศคลองลาน,กำแพงเพชร,ขาณุวรลักษณบุรี,ปางมะค่า,15.96638381,99.42341729,545310,1765263,2010,Jul,ก.ค., https://openweathermap.org ,,22.50,36.58,81.96,0.94,161.07,14,,,,,,
87,KLN,,สถานีตรวจวัดสภาพอากาศคลองลาน,กำแพงเพชร,ขาณุวรลักษณบุรี,ปางมะค่า,15.96638381,99.42341729,545310,1765263,2010,Feb,ก.พ., https://openweathermap.org ,,13.20,37.56,67.72,1.20,0.00,0,,,,,,
88,KLN,,สถานีตรวจวัดสภาพอากาศคลองลาน,กำแพงเพชร,ขาณุวรลักษณบุรี,ปางมะค่า,15.96638381,99.42341729,545310,1765263,2010,Sep,ก.ย., https://openweathermap.org ,,22.00,35.19,85.33,0.87,162.36,17,,,,,,
89,KLN,,สถานีตรวจวัดสภาพอากาศคลองลาน,กำแพงเพชร,ขาณุวรลักษณบุรี,ปางมะค่า,15.96638381,99.42341729,545310,1765263,2010,Oct,ต.ค., https://openweathermap.org ,,15.50,34.50,85.57,0.99,422.97,17,,,,,,
90,KLN,,สถานีตรวจวัดสภาพอากาศคลองลาน,กำแพงเพชร,ขาณุวรลักษณบุรี,ปางมะค่า,15.96638381,99.42341729,545310,1765263,2010,Dec,ธ.ค., https://openweathermap.org ,,10.00,33.45,78.48,1.08,24.27,5,,,,,,
91,KLN,,สถานีตรวจวัดสภาพอากาศคลองลาน,กำแพงเพชร,ขาณุวรลักษณบุรี,ปางมะค่า,15.96638381,99.42341729,545310,1765263,2010,May,พ.ค., https://openweathermap.org ,,22.20,41.74,73.78,1.10,75.99,11,,,,,,
92,KLN,,สถานีตรวจวัดสภาพอากาศคลองลาน,กำแพงเพชร,ขาณุวรลักษณบุรี,ปางมะค่า,15.96638381,99.42341729,545310,1765263,2010,Nov,พ.ย., https://openweathermap.org ,,15.50,33.43,75.41,1.09,0.00,0,,,,,,
93,KLN,,สถานีตรวจวัดสภาพอากาศคลองลาน,กำแพงเพชร,ขาณุวรลักษณบุรี,ปางมะค่า,15.96638381,99.42341729,545310,1765263,2010,Jan,ม.ค., https://openweathermap.org ,,10.60,34.98,74.18,1.09,36.27,2,,,,,,
94,KLN,,สถานีตรวจวัดสภาพอากาศคลองลาน,กำแพงเพชร,ขาณุวรลักษณบุรี,ปางมะค่า,15.96638381,99.42341729,545310,1765263,2010,Jun,มิ.ย., https://openweathermap.org ,,22.80,40.36,80.01,0.96,129.18,15,,,,,,
95,KLN,,สถานีตรวจวัดสภาพอากาศคลองลาน,กำแพงเพชร,ขาณุวรลักษณบุรี,ปางมะค่า,15.96638381,99.42341729,545310,1765263,2010,Mar,มี.ค., https://openweathermap.org ,,12.50,39.73,63.37,1.28,23.55,2,,,,,,
96,KLN,,สถานีตรวจวัดสภาพอากาศคลองลาน,กำแพงเพชร,ขาณุวรลักษณบุรี,ปางมะค่า,15.96638381,99.42341729,545310,1765263,2010,Aug,ส.ค., https://openweathermap.org ,,22.00,35.30,85.37,0.91,171.45,19,,,,,,
